qid	docid	prediction
q26	p3157	"{""relevance"": 0, ""explanation"": ""The passage is about cruise ships and destinations, but it does not provide information about the coastline of the Caribbean.""}"
q26	p9192	"{""relevance"": 2, ""explanation"": ""The passage provides a definition of the Caribbean region, which includes its coastline, but it does not specifically mention the coastline of the Caribbean. The passage is highly relevant to the query because it provides related information, but the answer is not directly provided.""}"
q26	p11144	"{
     ""relevance"": 2,
     ""explanation"": ""The passage is highly relevant to the query as it mentions Jamaica, an island country in the Caribbean Sea, which is directly related to the query about the coastline of the Caribbean.""
     }"
q26	p5348	"{
     ""relevance"": 1,
     ""explanation"": ""The passage seems related to the query as it mentions 'Diving in Caribbean', which is a relevant topic to the query 'what is the coastline of caribbean'. However, it does not provide a direct answer to the query."""
q26	p8612	"{
      ""relevance"": 1,
      ""explanation"": ""The passage is related to the query, as it mentions diving in the Caribbean, but it does not provide the exact answer to the query, which is the coastline of the Caribbean."""
q26	p4122	"{""relevance"": 2, ""explanation"": ""The passage seems related to the query as it mentions the coastline of the Caribbean Sea, but the answer is not explicitly stated.""}"
q26	p5454	"{""relevance"": 0, ""explanation"": ""The passage is about the Gulf Coast Region of Texas, which has no connection to the Caribbean coastline, and does not provide an answer to the query.""}"
q26	p1032	"{""relevance"": 2, ""explanation"": ""The passage partially answers the query as it provides information about the coastline of the Caribbean side, but it does not mention the total coastline of the Caribbean region.""}"
q26	p8073	"{""relevance"": 0, ""explanation"": ""The passage is about the physiographic regions of Florida, but does not mention the coastline of the Caribbean.""}"
q26	p7368	"{""relevance"": 0, ""explanation"": ""The passage is about the geography of the United States, but it does not mention the Caribbean, so it is irrelevant to the query.""}"
q26	p11447	"{""relevance"": 1, ""explanation"": ""The passage mentions the Caribbean Sea and the location of Cuba, which is related to the query about the coastline of the Caribbean, but does not directly answer the query.""}"
q26	p4630	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, but does not provide a direct answer. It mentions Costa Rica's coastlines on the Pacific and Caribbean, but does not specify the exact coastline of the Caribbean.""}"
q26	p640	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions the concept of a coastline, but it does not provide a direct answer to the query.""}"
q26	p8516	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it talks about the coast, but it does not answer the specific question about the coastline of the Caribbean.""}"
q26	p4832	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions the Caribbean Sea, which is a part of the Caribbean, but it does not directly answer the query about the coastline.""}"
q26	p1396	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant because it mentions the Caribbean Sea as being part of the northern coast of Panama, which is an answer to the query. However, it does not provide the exact coastline length or any further details."""
q26	p798	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it provides related information about the Caribbean region, which includes the coastline. However, the exact answer to the query is not explicitly mentioned.""}"
q26	p7926	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it seems related as it mentions the Caribbean Sea, which is a part of the region's coastline. However, it does not provide the exact answer to the query.""}"
q26	p1335	"{
      ""relevance"": 2,
      ""explanation"": ""The passage provides information about the location of Cuba in the Caribbean Sea, which is related to the query about the coastline of the Caribbean. However, it does not provide a direct answer to the query, and the information is not specifically about the coastline."""
q26	p5264	"{""relevance"": 2, ""explanation"": ""The passage contains information related to the Caribbean Sea and mentions several Caribbean islands, including Cuba, Jamaica, and the Cayman Islands, which is partially relevant to the query about the coastline of the Caribbean. However, it does not provide a direct answer to the query.""}"
q26	p8613	"{""relevance"": 2, ""explanation"": ""The passage provides information about the coastlines of a country, but it does not directly answer the query about the coastline of the Caribbean. The query asks about the coastline of the Caribbean, but the passage talks about the coastlines of a country, Panama, which borders the Caribbean Sea. The passage does provide some related information, but it does not answer the query directly.""}"
q26	p5557	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions the Caribbean, but it does not directly answer the question about the coastline of the Caribbean.""}"
q26	p8071	"{""relevance"": 0, ""explanation"": ""The passage does not mention the coastline of the Caribbean at all, instead talking about Marco Island in Florida. The query is about the Caribbean, but the passage is about a different geographic location.""}"
q26	p6463	"{""relevance"": 2, ""explanation"": ""The passage mentions the Caribbean Sea and the coastline of Panama, which is related to the query, but it does not provide a direct answer to the question.""}"
q26	p4441	"{""relevance"": 0, ""explanation"": ""The passage does not answer the query and does not mention the coastline of the Caribbean.""}"
q26	p1981	"{
    ""relevance"": 1,
    ""explanation"": ""The passage seems related to the query, as it mentions the Caribbean, but it does not provide the answer to the query, which is the coastline of the Caribbean."""
q26	p8239	"{
      ""relevance"": 0,
      ""explanation"": ""The passage talks about Guyana, its official language, and its identity, but does not mention the coastline of the Caribbean."""
q26	p3108	"{
      ""relevance"": 1,
      ""explanation"": ""The passage mentions the Caribbean region, but does not provide a specific answer to the query about the coastline of the Caribbean.""
    }"
q26	p1336	"{""relevance"": 0, ""explanation"": ""The passage is about the Caribbean Sea, its location, and the Wider Caribbean Region, but does not provide information about the coastline of the Caribbean.""}"
q26	p10543	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it provides information about the Caribbean region, which includes the surrounding coasts, and is related to the query about the coastline of the Caribbean.""}"
q26	p7769	"{
      ""relevance"": 0,
      ""explanation"": ""The passage is about Jamaica's location and size, but does not mention the coastline of the Caribbean.""
    }"
q26	p1140	"{
      ""relevance"": 1,
      ""explanation"": ""The passage is related to the query, as it mentions Jamaica is an island country in the Caribbean Sea, which is relevant to the query about the coastline of the Caribbean. However, it does not provide a direct answer to the query."""
q26	p9313	"{""relevance"": 1, ""explanation"": ""The passage mentions the Caribbean Sea and the Caribbean region, but does not specifically answer the query about the coastline of the Caribbean.""}"
q26	p5179	"{""relevance"": 1, ""explanation"": ""The passage provides some related information about the Caribbean, which is the region being asked about, but does not answer the specific question about the coastline.""}"
q26	p3027	"{""relevance"": 2, ""explanation"": ""The passage provides information about the Caribbean region, mentioning its location, composition, and number of islands, which is related to the query about the coastline of the Caribbean.""}"
q26	p7713	"{
    ""relevance"": 1,
    ""explanation"": ""The passage seems related to the query as it describes the Caribbean region, which includes a coastline, but does not provide a direct answer to the query.""
}"
q26	p3243	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions a coastal plain and inhabitants living along the coast, but it does not provide a direct answer to the query.""}"
q26	p5682	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it does mention the Caribbean Sea as part of Mexico's coastlines, which is relevant to the query.""}"
q26	p11442	"{""relevance"": 0, ""explanation"": ""The passage does not contain any information about the coastline of the Caribbean, and instead talks about the Pacific Coast of Nicaragua.""}"
q26	p10555	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions the Caribbean Sea and the island country Jamaica, but it does not provide a direct answer to the query about the coastline of the Caribbean.""}"
q26	p1744	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query as it mentions the coastline of the Caribbean, specifically referring to the Hispaniola Island, which is a part of the Caribbean region. The passage does not provide the exact answer to the query, but it does provide related information that is relevant to the query.""}"
q26	p6999	"{
      ""relevance"": 2,
      ""explanation"": ""The passage provides information about the Caribbean Sea region, including its geographical location and the number of islands, which is relevant to the query about the coastline of the Caribbean. However, it does not provide a direct answer to the query."""
q26	p3351	"{
      ""relevance"": 2,
      ""explanation"": ""The passage provides information about the Caribbean, including its geographical boundaries, which is relevant to the query about the coastline of the Caribbean. However, the passage does not explicitly mention the coastline, so it does not receive a perfect score."""
q26	p113	"{""relevance"": 0, ""explanation"": ""The passage is about the coastline of the United States, specifically the Gulf of Mexico, and does not mention the Caribbean at all.""}"
q26	p7011	"{""relevance"": 2, ""explanation"": ""The passage seems related to the query as it mentions the Caribbean Sea, but the answer to the query 'what is the coastline of Caribbean' is not directly provided. The passage is discussing the nations that border the Caribbean Sea, but does not provide a specific answer to the query.""}"
q26	p7360	"{""relevance"": 0, ""explanation"": ""The passage does not mention the coastline of the Caribbean, it is actually describing the region's boundaries in the southwestern United States.""}"
q26	p4717	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query as it mentions the coastline of the Caribbean region, providing information about the region's attractions and unique experiences.""}"
q26	p3979	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant to the query as it talks about the Caribbean Sea and mentions several countries in the region, including Cuba. Although the query asks about the coastline, the passage provides information about the location of Cuba in the Caribbean Sea, which is a related answer to the query."""
q26	p8702	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions the Caribbean Sea, which is a part of the query, but does not answer the question about the coastline of the Caribbean.""}"
q26	p250	"{""relevance"": 0, ""explanation"": ""The passage does not provide any information about the coastline of the Caribbean, instead it talks about French Guiana, a dependency of France located on the northeastern Atlantic coast of South America, which is not related to the query.""}"
q26	p9135	"{""relevance"": 1, ""explanation"": ""The passage mentions the Caribbean Sea and its surrounding countries, but does not provide a direct answer to the query about the coastline of the Caribbean.""}"
q26	p5656	"{""relevance"": 2, ""explanation"": ""The passage provides relevant information about the Caribbean's coast, specifically mentioning the southern, western, and eastern coasts, which answers the query. However, the passage does not provide a direct answer to the query, which is what is the coastline of the Caribbean.""}"
q26	p6706	"{""relevance"": 2, ""explanation"": ""The passage provides information about the coastline of a country, which is Mexico, and mentions the Gulf of Mexico and Caribbean Sea, making it highly relevant to the query.""}"
q26	p8821	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it provides relevant information about the Caribbean Sea being one of the coastlines of the region, which is related to the query.""}"
q26	p7583	"{""relevance"": 2, ""explanation"": ""The passage provides information related to the query, specifically mentioning the coastline of Costa Rica, which is approximately 800 miles, and its location on the Caribbean Sea.""}"
q26	p8314	"{
     ""relevance"": 1,
     ""explanation"": ""The passage is related to the query, as it mentions the Caribbean Sea coast, but it does not provide the answer to the query, which is the coastline of the Caribbean. The passage is discussing a border between Nicaragua and Honduras, not the coastline of the Caribbean."""
q26	p412	"{
      ""relevance"": 2,
      ""explanation"": ""The passage mentions Caribbean islands, including Cuba, Hispaniola, and Puerto Rico, which is related to the query about the coastline of the Caribbean. However, it does not provide a direct answer to the query.""
    }"
q26	p3583	"{""relevance"": 0, ""explanation"": ""The passage does not mention the coastline of the Caribbean at all, it talks about France and its territories, which is irrelevant to the query.""}"
q26	p225	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it mentions the Caribbean Sea and its coastline, providing related information.""}"
q26	p2092	"{""relevance"": 2, ""explanation"": ""The passage provides some relevant information about the Caribbean's coastline, specifically mentioning the countries it borders, but it does not provide a direct answer to the query.""}"
q26	p11493	"{""relevance"": 2, ""explanation"": ""The passage discusses the Caribbean coastline, mentioning specific cities and economic activities, which are related to the query. However, it does not provide the exact answer to what the coastline of the Caribbean is, as the query asks for the coastline itself, not the activities or cities along it.""}"
q26	p8687	"{""relevance"": 1, ""explanation"": ""The passage mentions a beach, Hellshire Beach, which is experiencing coastal erosion, but it does not provide the answer to the query, which is the coastline of the Caribbean.""}"
q26	p4112	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant to the query as it mentions the coastline of Colombia, which is along the Caribbean Sea, and also mentions the country's Pacific coastline. The passage provides some information about the coastlines, but it does not provide the exact answer to the query, which is the length or measurement of the Caribbean coastline."""
q26	p7915	"{
     ""relevance"": 2,
     ""explanation"": ""The passage does not provide the exact answer to the query, but it does provide some relevant information about the Caribbean Sea and the countries that have coastlines on it. The query is asking for the coastline of the Caribbean, which is not explicitly mentioned in the passage. However, the passage does provide a list of countries that have coastlines on the sea, which is related to the query."""
q26	p3676	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it talks about the coastlines around the Caribbean Sea, but it does not provide a direct answer to what the coastline of the Caribbean is.""}"
q26	p867	"{""relevance"": 1, ""explanation"": ""The passage mentions the Caribbean coast, but does not provide the exact answer to the query, which is the coastline of the Caribbean. It only provides a descriptive passage about the coast, making it related to the query but not answering it.""}"
q26	p5943	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query as it talks about the Caribbean coastline, specifically mentioning Jamaica as the only country with a coastline defining the whole country.""}"
q26	p7934	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions the Caribbean coast of Panama, which is a part of the Caribbean region. However, it does not provide a direct answer to the query, which is to know the coastline of the Caribbean in general.""}"
q26	p5853	"{
    ""relevance"": 1,
    ""explanation"": ""The passage seems related to the query, as it talks about the Caribbean Coast, but it does not directly answer the question about the coastline of the Caribbean.""
}"
q26	p3299	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it mentions the Caribbean coast, which is the topic of the query. Although it does not provide a direct answer to the query, it provides related information about the coastline's importance in Panama's history and its attractiveness for real estate.""}"
q26	p9612	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it talks about the Caribbean Sea, which is part of the query, and mentions the coastline of Trinidad and Tobago, which is the answer to the query. However, the passage does not provide the exact answer to the query, which is the length of the coastline.""}"
q26	p7053	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant because it mentions the Caribbean coast, which is the exact topic of the query. Although it does not provide a direct answer to the query, it provides related information about the coast, including its erosion and the impact on infrastructure."""
q26	p2370	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query as it talks about the coastline of Jamaica, which is a part of the Caribbean, and provides information about the country's size and location.""}"
q26	p7073	"{""relevance"": 2, ""explanation"": ""The passage mentions the Caribbean Sea, which is a part of the query, but does not directly answer the query. It provides related information about Mexico's coastlines, but the answer to the query is not explicitly stated.""}"
q26	p9766	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions the Caribbean Sea, which is part of the Caribbean region, and Colombia's coastline on the Caribbean Sea, but it does not provide a direct answer to the query about the coastline of the Caribbean.""}"
q26	p2895	"{""relevance"": 2, ""explanation"": ""The passage provides information about the maritime borders and surrounding bodies of water of Trinidad and Tobago, which is related to the query about the coastline of the Caribbean.""}"
q26	p3121	"{""relevance"": 1, ""explanation"": ""The passage mentions the Caribbean, but it does not directly answer the query about the coastline. It provides information about the country and its capital, but not about the coastline.""}"
q26	p729	"{
      ""relevance"": 1,
      ""explanation"": ""The passage is related to the query, but it does not answer it. It provides information about the coastline of a specific region, Florida, but does not mention the coastline of the Caribbean."""
q26	p10324	"{""relevance"": 1, ""explanation"": ""The passage mentions a coastline, but it is not the coastline of the Caribbean, it is referring to the coastline of Florida in the contiguous United States.""}"
q26	p2009	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions the Caribbean Sea and islands, but it does not provide a direct answer to the query.""}"
q26	p78	"{""relevance"": 0, ""explanation"": ""The passage does not mention the coastline of the Caribbean, instead talking about the geography of the Cayman Islands.""}"
q26	p1870	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it talks about the coastline, but it is not directly answering the question about the Caribbean coastline.""}"
q26	p5118	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it talks about the coastline, but it does not specifically mention the Caribbean.""}"
q26	p10103	"{
      ""relevance"": 1,
      ""explanation"": ""The passage is related to the query, but it does not provide the exact answer to the question. It talks about the coastline of Florida, but it does not mention the Caribbean."""
q26	p3840	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions the coastline, but it does not answer the query about the Caribbean, instead talks about the United States.""}"
q26	p8343	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions a coastal strip, but it does not provide a direct answer to the query.""}"
q26	p329	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, as it mentions a coastal strip, but it does not answer the specific question of what the coastline of the Caribbean is. The passage is focused on French Guiana, which is not part of the Caribbean.""}"
q10	p1288	"{""relevance"": 0, ""explanation"": ""The passage talks about the efficiency of gas turbine engines and the maximum service ceiling of a Boeing 777, but does not provide any information about pilots flying low.""}"
q10	p11589	"{
      ""relevance"": 1,
      ""explanation"": ""The passage seems related to the query, but it does not directly answer the question. It appears to be discussing the limits of a plane's altitude, but it does not mention pilots flying low intentionally."""
q10	p5903	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low, but the context is about labor disputes and sticking it to the company, which is a specific reason, not a general answer to the query.""}"
q10	p3740	"{""relevance"": 2, ""explanation"": ""The passage provides information on why pilots might fly low, specifically mentioning the aerodynamic phenomenon that reduces drag and fuel burn, which is a possible reason for flying low. However, the passage does not explicitly state that pilots fly low for this reason, and the information is presented in a more general sense.""}"
q10	p8088	"{""relevance"": 1, ""explanation"": ""The passage mentions 'low-paying' and 'low' in the context of jobs in aviation, which is related to the query's mention of 'low' in the context of flying, but does not directly answer the query.""}"
q10	p11351	"{""relevance"": 0, ""explanation"": ""The passage does not address the query about pilots flying low, instead it talks about drone licenses and certification.""}"
q10	p8602	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions military pilots and their role, but it does not explicitly answer the question of why they fly low.""}"
q10	p30	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it seems related. The passage does not explicitly state why pilots fly low, but it mentions that pilots fly low to avoid obstacles, which is a possible reason, and the passage provides some context about the purpose of flying low.""}"
q10	p9282	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query because it discusses the concept of flying low, specifically in a military context, which aligns with the query's intent.""}"
q10	p10346	"{
     ""relevance"": 2,
     ""explanation"": ""The passage is highly relevant to the query as it discusses pilots flying low, specifically mentioning the use of radar altimeter and terrain-following radar system for low flying in adverse weather conditions.""
     }"
q10	p983	"{""relevance"": 2, ""explanation"": ""The passage mentions low-flying aircraft, which is related to the query about pilots flying low. However, it does not provide a clear answer to the query.""}"
q10	p8368	"{""relevance"": 1, ""explanation"": ""The passage mentions flying low, but it's not directly related to the query's purpose of flying low. It's more about the technique of releasing ordnance while flying low, rather than the reason why pilots would do so.""}"
q10	p5222	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, but it does not answer why pilots fly low. It discusses the process of becoming a pilot, but does not mention flying low.""}"
q10	p8863	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query because it mentions pilots flying low to the ground as a tactic to avoid enemy radar, which is the main reason why pilots would fly low in a nuclear war scenario.""}"
q10	p1710	"{
     ""relevance"": 1,
     ""explanation"": ""The passage seems related to the query, as it mentions flying low, but the context is about a specific location and the experience of speed, rather than the purpose of flying low."""
q10	p8367	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it talks about flying low, which matches the query. The passage provides some information about the advantages of flying low, which is related to the query. However, the passage does not provide the exact answer to the query, which is why it scores 2.""}"
q10	p4998	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low, specifically police helicopters, which is related to the query, but the answer is not explicitly provided.""}"
q10	p10061	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant as it mentions pilots flying low altitudes, which is a key aspect of the query. However, the passage does not directly answer the question 'why' pilots fly low, it only provides some related information."""
q10	p2329	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it answers the query 'why do pilots purposely fly low' by mentioning low level flight training and low flying areas, which implies that pilots fly low intentionally.""}"
q10	p8100	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it does provide information about pilots flying low for training purposes, which is related to the query.""}"
q10	p3626	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant to the query because it talks about pilots flying low, specifically in the context of military aircraft. Although the passage does not provide a direct answer to the query, it provides relevant information about the purpose and value of low-level flying, which is closely related to the query.""
    }"
q10	p1113	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, as it talks about pilots flying at high altitudes, but it does not specifically mention flying low, which is the main concern of the query.""}"
q10	p2237	"{""relevance"": 0, ""explanation"": ""The passage talks about the development of air forces and military aviation, but does not mention pilots flying low intentionally. The query is about the purpose of flying low, which is not addressed in the passage.""}"
q10	p18	"{""relevance"": 0, ""explanation"": ""The passage does not mention pilots flying low, and instead talks about the use of propellers and gearshifts in an automobile.""}"
q10	p882	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it provides some relevant information about pilots flying low, which is a related topic.""}"
q10	p6625	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it answers the query, explaining why pilots might fly low, specifically mentioning the 'black hole illusion' and its consequences.""}"
q10	p10734	"{""relevance"": 1, ""explanation"": ""The passage is related to pilots, but it doesn't answer the question of why pilots fly low. The passage talks about the tactics and strategies used by pilots during a specific historical event, but it doesn't provide information on the specific query.""}"
q10	p4504	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, but it's about aerial photography and environmental protection, and does not answer the question about pilots flying low.""}"
q10	p322	"{""relevance"": 1, ""explanation"": ""The passage is related to pilots, but it does not specifically answer the query about flying low.""}"
q10	p8434	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it talks about flying, but it's about avoiding enemy AA shells or aircraft, which is not the same as flying low intentionally.""}"
q10	p8192	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions pilots and flying low, but it does not answer the question about why pilots fly low. Instead, it talks about birds flying low and slow.""}"
q10	p3634	"{""relevance"": 1, ""explanation"": ""The passage mentions remotely piloted aircraft, which is related to the query 'why do pilots purposely fly low', but the passage does not answer the question and does not mention flying low.""}"
q10	p1357	"{""relevance"": 1, ""explanation"": ""The passage seems related to pilots, but it's not clear why they would fly low. The passage is more focused on the capabilities of the Boeing B-17 Flying Fortress, which is a type of aircraft, rather than the actions of pilots.""}"
q10	p10899	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low altitude bombardment, which is related to the query's question of why pilots fly low. However, the passage does not provide a clear answer to the query.""}"
q10	p4460	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions pilots flying low, specifically in the context of the Doolittle raid, but it does not fully answer the query of why pilots would do so.""}"
q10	p316	"{
      ""relevance"": 0,
      ""explanation"": ""The passage is about altitude illness and its symptoms, but it does not mention pilots flying low, which is unrelated to the query."""
q10	p3405	"{""relevance"": 0, ""explanation"": ""The passage is about a pilot's missions and awards, but it does not answer the question 'why do pilots purposely fly low'.""}"
q10	p3374	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query but does not answer it. The query asks about pilots flying low, but the passage discusses birds engaging in slope soaring, which is a different context.""}"
q10	p9717	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it talks about pilots flying low altitude, but it's more focused on the technology used for terrain-following rather than the purpose behind it.""}"
q10	p3667	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant to the query as it talks about a low-altitude remote-controlled UAV, which is related to pilots flying low. However, the passage does not explicitly state that pilots fly low on purpose, which is what the query is asking."""
q10	p8651	"{""relevance"": 0, ""explanation"": ""The passage does not provide any information related to pilots flying low, and instead talks about air guns.""}"
q10	p2472	"{""relevance"": 1, ""explanation"": ""The passage mentions a Tornado GR4 flying over the Mach Loop in Wales, which is related to pilots flying low, but it does not directly answer the query.""}"
q10	p453	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant because it mentions pilots flying low, specifically low-level training routes for military flight crews, which matches the query's purposeful flying low."""
q10	p10180	"{""relevance"": 2, ""explanation"": ""The passage mentions military low-level routes, which is related to the query 'why do pilots purposely fly low', but it does not provide a clear answer or explanation.""}"
q10	p2175	"{
      ""relevance"": 2,
      ""explanation"": ""The passage discusses the reasons why pilots might fly low, specifically mentioning T-routes and busy terminal areas, which are related to the query. However, the passage does not provide a clear and direct answer to the query.""
    }"
q10	p3167	"{""relevance"": 2, ""explanation"": ""The passage is not directly answering the query, but it does mention low altitude route system, which is related to the query.""}"
q10	p5270	"{""relevance"": 2, ""explanation"": ""The passage discusses the relationship between altitude, pressure, and altimeter readings, which is related to the query 'why do pilots purposely fly low', as flying low is a specific scenario where pilots might use this information.""}"
q10	p9660	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant to the query because it talks about pilots flying low, specifically mentioning 'austere runways' and 'night ops' which implies low-level flying. However, it does not directly answer the query 'why' pilots fly low, which is why it's not a perfect score."""
q10	p3384	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions pilots flying low, but it's not directly answering the question of why pilots fly low. The passage is discussing a specific context where pilots might fly low, but it's not providing the main reason behind this action.""}"
q10	p6645	"{""relevance"": 2, ""explanation"": ""The passage mentions low-altitude attacks, which is related to the query, but the context is not exactly about pilots flying low for a specific purpose, but rather as part of a training exercise.""}"
q10	p1206	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low to inspect pipelines or power lines, which matches the query, but the context is more specific to pipeline patrol pilots and does not explicitly mention the purpose of flying low, hence a score of 2.""}"
q10	p4056	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query as it talks about pilots flying low to avoid radar detection, which is the main reason mentioned in the query. However, the passage does not provide a clear answer as to why pilots would do so, but it does provide a specific context and example.""}"
q10	p2282	"{""relevance"": 1, ""explanation"": ""The passage mentions RAF low flying, which is related to the query, but it does not explain why pilots fly low.""}"
q10	p1598	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query because it mentions low-flying aircraft, which is a key part of the query. However, the passage does not explicitly state why pilots fly low, which is the main question being asked.""}"
q10	p1118	"{
      ""relevance"": 2,
      ""explanation"": ""The passage mentions low-flying aircraft, which is related to the query, but the context is about the meaning of the word'strafe' and not directly answering why pilots fly low."""
q10	p7530	"{""relevance"": 1, ""explanation"": ""The passage mentions 'flies low' which is related to the query, but the context is different and the passage does not provide an answer to the query.""}"
q10	p7746	"{""relevance"": 2, ""explanation"": ""The passage mentions low-level flying, which is directly related to the query, but it is not the main focus of the passage, and the context is different from what the query is asking.""}"
q10	p7995	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query because it discusses pilots flying low to avoid radar detection, which is the main reason pilots would do so.""}"
q10	p1133	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions low-level aircraft training and flying at altitudes as low as 250 feet, which is in line with the query's question about pilots flying low.""}"
q10	p8109	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying at lower elevations, which is related to the query about flying low. However, the passage does not provide a clear answer or explanation for why pilots would intentionally fly low.""}"
q10	p10916	"{""relevance"": 1, ""explanation"": ""The passage is related to pilots, but it's not about flying low; it's about the limitations of the F-4B aircraft and its pilots' vulnerability during attacks.""}"
q10	p6027	"{
    ""relevance"": 1,
    ""explanation"": ""The passage discusses the development of the B-2 bomber and Northrop's decision to focus on a different design, but does not provide an answer to why pilots would fly low.""
}"
q10	p5030	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions flying low to avoid threats, which is a possible answer to the query. However, it does not directly answer the query.""}"
q10	p1038	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it talks about the B-2 bomber, but it does not answer the question of why pilots fly low.""}"
q10	p11511	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it mentions pilots flying low, specifically mentioning 500 feet, which is a specific answer to the query. However, the passage's main concern is about military operations, which makes it not perfectly relevant.""}"
q10	p10739	"{""relevance"": 0, ""explanation"": ""The passage is about naval battles and the damage caused to ships, but it does not provide any information about pilots flying low, which is unrelated to the topic.""}"
q10	p5425	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions pilots and their losses, but it does not directly answer the question of why pilots fly low.""}"
q10	p2696	"{""relevance"": 0, ""explanation"": ""The passage does not provide any information about pilots flying low, and the context is about the mission of the 552nd.""}"
q10	p7566	"{""relevance"": 0, ""explanation"": ""The passage is about the definition of a military unit, and has no connection to the query about pilots flying low.""}"
q10	p5776	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, as it talks about pilots flying low and the risks associated with it, but it does not directly answer the question of why pilots fly low.""}"
q10	p9385	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions pilots, but it does not specifically answer the question of why pilots fly low.""}"
q10	p8811	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions pilots flying low and an accident involving a pilot, but the passage does not directly answer the query about why pilots fly low.""}"
