qid	docid	prediction
q10	p6786	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it talks about pilots and flying, but it does not directly answer the question of why pilots fly low.""}"
q10	p2631	"{""relevance"": 1, ""explanation"": ""The passage discusses the characteristics of high-wing aircraft, which seems related to the query about pilots flying low, but does not directly answer the query.""}"
q10	p7459	"{
     ""relevance"": 1,
     ""explanation"": ""The passage is related to the query, as it talks about the altitude of aircraft, which is related to the query's 'low' mention, but it doesn't answer the question of why pilots fly low."""
q10	p5	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it mentions pilots flying low altitudes, specifically in the context of airlift missions and the C-47 Skytrains' ability to drop cargo and fly at low altitudes.""}"
q10	p1520	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions middle-altitude flying, but it does not answer the question of why pilots fly low, which is the focus of the query.""}"
q10	p6644	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it mentions the pilot's ability to choose a favorable altitude for weather, which is related to flying low, even though it does not explicitly state the purpose of flying low.""}"
q10	p5316	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it provides relevant information about pilots flying low, specifically mentioning the challenges and requirements involved.""}"
q10	p3175	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is not directly answering the query, but it is related to the concept of flying low, specifically mentioning 'nap-of-the-earth' flying, which is a type of flying that pilots practice to fly under the radar.""
    }"
q10	p8490	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, as it discusses the reason for pilots not flying too low, which is to maintain radar coverage, but it does not specifically answer the question of why pilots might fly low intentionally.""}"
q10	p7673	"{""relevance"": 2, ""explanation"": ""The passage mentions pilots flying low-altitude penetration, which is relevant to the query, but the context is specific to the B-52 and the Cold War era, making it not the exact answer to the query.""}"
q10	p10105	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots and their actions, specifically flying low, in the context of military aviation, which is relevant to the query. However, the passage does not provide a clear answer to the query, and the discussion is more focused on the limitations of the B-52 in different altitudes.""}"
q10	p4889	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots' decisions about flying near or away from certain streams, which is related to the query 'why do pilots purposely fly low'. Although it does not specifically mention flying low, it provides context about pilots' strategic decisions regarding wind direction and speed, which is relevant to the query.""}"
q10	p8405	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it mentions pilots flying low as a cause of accidents, which is a specific answer to the query. However, it does not provide a clear and direct answer, as the passage is more focused on the consequences of flying low rather than the reasons behind it.""}"
q10	p11087	"{
      ""relevance"": 2,
      ""explanation"": ""The passage discusses the importance of aiming bombs and cannons well while flying, and mentions the risk of being shot down if flying low, which is partially relevant to the query 'why do pilots purposely fly low'."""
q10	p8124	"{""relevance"": 0, ""explanation"": ""The passage does not discuss pilots flying low, it talks about the RAF, Germany, and Radar towers, which is unrelated to the query.""}"
q10	p5274	"{""relevance"": 0, ""explanation"": ""The passage talks about bees and their behavior, but it has nothing to do with pilots flying low.""}"
q10	p3589	"{
      ""relevance"": 1,
      ""explanation"": ""The passage seems related to the query as it talks about flying higher and pressurized cabin altitude, but it doesn't directly answer the question of why pilots fly low."""
q10	p8777	"{
    ""relevance"": 1,
    ""explanation"": ""The passage seems related to the query as it talks about a river, but it doesn't answer the question about pilots flying low. The passage is about a conflict between Israel, Syria, and Jordan over water rights, and mentions a river, but it's not about pilots flying low."""
q10	p4664	"{""relevance"": 1, ""explanation"": ""The passage mentions flying low, but in the context of a fictional Star Wars scene, and does not provide a clear answer to the query.""}"
q10	p9024	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions flying low, but it's not directly answering the question. The context is about Star Wars vehicles and their actions, whereas the query is asking about pilots' intentions.""}"
q10	p3097	"{""relevance"": 2, ""explanation"": ""The passage seems related to the query, as it mentions flying low, but the context is about pilots' preferences for low-wing or high-wing planes, which is not directly answering the query 'why do pilots purposely fly low'.""}"
q10	p10176	"{
    ""relevance"": 1,
    ""explanation"": ""The passage seems related to the query, as it mentions safety and emergency landing, which are related to the query 'why do pilots purposely fly low'. However, the passage does not specifically answer the query, it only provides a general information about safety."""
q10	p691	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions the ability to operate well at low altitudes, which is a reason why pilots might fly low.""}"
q10	p8379	"{""relevance"": 1, ""explanation"": ""The passage mentions flying low, but it's not the main topic. The context is about altitude sickness and returning to lower altitudes, not about pilots intentionally flying low.""}"
q10	p795	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it mentions pilots flying low, which is the main concern of the query. However, the passage does not directly answer the question of 'why' pilots fly low, but it provides some information about the obstacles pilots face when flying at low levels.""}"
q10	p4708	"{""relevance"": 0, ""explanation"": ""The passage is about a troop in a game, but it does not mention pilots or flying low, making it irrelevant to the query.""}"
q10	p8912	"{""relevance"": 0, ""explanation"": ""The passage discusses the wand system and its purpose, but has no relation to pilots flying low.""}"
q10	p11292	"{""relevance"": 2, ""explanation"": ""The passage seems related to the query as it discusses pilots flying low and the measures taken to avoid friendly fire. However, the passage does not directly answer the query, instead providing a broader context about deconfliction methods.""}"
q10	p3781	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, as it mentions pilots' actions when nearing air defenses, which is relevant to the query 'why do pilots purposely fly low'.""}"
q10	p3002	"{""relevance"": 0, ""explanation"": ""The passage does not discuss pilots flying low, it talks about military operations and the destruction of Israeli cities.""}"
q10	p2689	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query because it mentions pilots flying low-altitude penetration, which is the main point of the query. However, the passage does not provide a direct answer to the query, but rather provides related information about the F-105 fighter jet.""}"
q10	p1093	"{""relevance"": 2, ""explanation"": ""The passage mentions pilots' positive experience with the F-105's performance at low altitude, which is related to the query, but it does not directly answer why pilots fly low.""}"
q10	p3061	"{""relevance"": 1, ""explanation"": ""The passage mentions the altitude at which the C-17 aircraft flies, which is related to the query about pilots flying low, but does not directly answer the question.""}"
q10	p11344	"{""relevance"": 1, ""explanation"": ""The passage mentions low-level strafing and rocket attacks, which is related to flying low, but it does not explicitly answer the question of why pilots do so.""}"
q10	p5197	"{""relevance"": 2, ""explanation"": ""The passage discusses low-level formation procedures and airdrop or airland operations, which are related to the query's mention of pilots flying low. However, the passage does not provide a clear answer to the query's 'why' question, making it 'Highly relevant' rather than 'Perfectly relevant'.""}"
q10	p6423	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it discusses pilots flying low, specifically mentioning a radar altitude of 3,000 to 100 feet, which is a low altitude. However, the passage does not explicitly state why pilots fly low, which is the main question in the query.""}"
q10	p10723	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low to avoid being seen by ground-based radars, which is related to the query, but does not provide a clear answer as to why pilots would intentionally fly low.""}"
q10	p112	"{""relevance"": 0, ""explanation"": ""The passage talks about the deployment of guided bombs and missiles by Italian military aircraft, but it does not mention pilots flying low intentionally.""}"
q10	p5673	"{
      ""relevance"": 1,
      ""explanation"": ""The passage is related to the query as it mentions flying targets, both high and low, but does not provide a clear answer to why pilots would fly low intentionally."""
q10	p1039	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions low-altitude aerial photography, which is relevant to the query about pilots flying low. However, the passage does not specifically answer the query.""}"
q10	p3704	"{""relevance"": 2, ""explanation"": ""The passage mentions pilots flying low, specifically in the context of agricultural spraying, which is related to the query, but the answer is not explicit.""}"
q10	p8789	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions the pilot flying low, but the context is about a specific crash and the court's ruling, which does not provide a general answer to why pilots might fly low.""}"
q10	p876	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions a pilot flying low and breaking safety regulations, but it does not directly answer the question of why pilots would do so.""}"
q10	p1005	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it is related to the topic of pilots flying low, as it mentions flying below normal minimum flying speed, which is a form of flying low.""}"
q10	p4463	"{""relevance"": 2, ""explanation"": ""The passage is related to pilots flying low, specifically mentioning the O-1 Bird Dog, O-2 Skymaster and OV-10 Bronco pilots flying slowly over an area.""}"
q10	p3242	"{""relevance"": 1, ""explanation"": ""The passage is related to pilots and flying, but it does not specifically answer the query about pilots flying low. It provides information about a specific air force wing and its mission, but does not mention the reason why pilots would fly low.""}"
q10	p10462	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low and the measures taken to avoid it, which is highly relevant to the query.""}"
q10	p279	"{""relevance"": 2, ""explanation"": ""The passage mentions flying low and its effects on radar range and missile launch, which is related to the query 'why do pilots purposely fly low'. Although it doesn't directly answer the query, it provides relevant information about the benefits and drawbacks of flying low.""}"
q10	p4652	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions flying low altitude attacks, but it does not answer the question of why pilots would do so.""}"
q10	p372	"{""relevance"": 2, ""explanation"": ""The passage mentions low altitude flights, which are related to the query, but it does not explicitly state why pilots fly low.""}"
q10	p3799	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it talks about altitude, which is a possible reason why pilots might fly low, but it does not directly answer the question of why pilots do so.""}"
q10	p3547	"{""relevance"": 0, ""explanation"": ""The passage does not provide any information about pilots flying low, it is discussing the conversion of B-50 airframes to aerial refueling tankers and the suitability of the B-50 to refuel tactical jet fighter aircraft.""}"
q10	p8205	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query as it mentions low-altitude flight, which is the main point of the query.""}"
q10	p898	"{
      ""relevance"": 0,
      ""explanation"": ""The passage is about a historical event involving aircraft, but it does not mention pilots flying low for a specific purpose. The query asks about the intention behind flying low, which is not addressed in the passage."""
q10	p1908	"{""relevance"": 0, ""explanation"": ""The passage does not mention pilots flying low, nor is it related to the query in any way.""}"
q10	p11546	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low, but the context is about avoiding radar detection, not a general discussion of flying low.""}"
q10	p9213	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions pilots, but the context is about teaching new pilots to fly high-performance aircraft, not flying low.""}"
q10	p10978	"{""relevance"": 0, ""explanation"": ""The passage is about the RAF Pathfinder Force and their use of Mosquitos, but it does not answer the query about pilots flying low.""}"
q10	p5653	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions flying at very low altitudes, but it does not provide a clear answer to the question of why pilots would do so.""}"
q10	p11047	"{""relevance"": 2, ""explanation"": ""The passage mentions pilots' actions, specifically'stealth up' the B-2, which is related to flying low, but the exact answer is not provided.""}"
q10	p10465	"{
      ""relevance"": 2,
      ""explanation"": ""The passage mentions pilots flying low (500-1000 feet) which is directly related to the query 'why do pilots purposely fly low'. Although the passage does not provide the exact reason, it provides an instance of pilots flying low, which is highly relevant to the query."""
q10	p9855	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying at low altitudes as a strategy to minimize radar detection, which is related to the query 'why do pilots purposely fly low'.""}"
q10	p5459	"{""relevance"": 1, ""explanation"": ""The passage mentions pilots' actions, but the specific reason for flying low is not mentioned.""}"
q10	p8683	"{""relevance"": 1, ""explanation"": ""The passage discusses the flight characteristics of a cruise missile, including its ability to fly low, which is related to the query, but does not answer it directly.""}"
q10	p1755	"{""relevance"": 0, ""explanation"": ""The passage does not discuss pilots flying low, and the topic is unrelated to the query.""}"
q10	p1098	"{""relevance"": 0, ""explanation"": ""The passage discusses the Israeli attack on a suspected Syrian nuclear weapons site and the use of electronic warfare, but does not mention pilots flying low, which is unrelated to the topic.""}"
q10	p9336	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it talks about flying low, but it does not provide a clear answer to the question of why pilots would intentionally fly low.""}"
q10	p3913	"{""relevance"": 1, ""explanation"": ""The passage mentions flying low, but it's in the context of a specific incident and not a general explanation of why pilots fly low.""}"
q10	p124	"{""relevance"": 0, ""explanation"": ""The passage does not mention pilots flying low, nor does it discuss aviation in any way, making it irrelevant to the query.""}"
q10	p3355	"{""relevance"": 1, ""explanation"": ""The passage mentions 'low altitude' which is related to the query 'why do pilots purposely fly low', but it does not provide any information about the reasons or purpose behind pilots flying low.""}"
q10	p10837	"{""relevance"": 1, ""explanation"": ""The passage mentions low altitude search radar, which is related to the query 'why do pilots purposely fly low', but it does not provide an answer to the question.""}"
q10	p634	"{""relevance"": 1, ""explanation"": ""The passage mentions low-altitude route surveys, which is related to the query, but does not explicitly state why pilots fly low.""}"
q10	p3898	"{""relevance"": 1, ""explanation"": ""The passage mentions unmanned aircraft, which is related to flying low, but does not directly answer the query.""}"
q10	p1178	"{""relevance"": 1, ""explanation"": ""The passage mentions flying low, but it's not the main topic. The context is about an aircraft's low-speed stability and comparison with another aircraft.""}"
q10	p4292	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, as it talks about pilots' tactics, but it does not specifically mention flying low as a deliberate action. The query asks about pilots' intention to fly low, which is not addressed in the passage.""}"
q10	p4262	"{""relevance"": 1, ""explanation"": ""The passage discusses the challenges faced by pilots during a battle, which seems related to the query about pilots flying low, but does not provide a direct answer.""}"
q10	p1562	"{""relevance"": 0, ""explanation"": ""The passage is about a radar bomb scoring site and the types of aircraft used, but it does not mention pilots flying low or the purpose behind it, making it irrelevant to the query.""}"
q10	p6265	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, but it's about attacking radar control vans and destroying sites, not about pilots flying low.""}"
q10	p6371	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions pilots flying low, but it's a specific incident and doesn't provide a general answer to the question 'why'.""}"
q10	p5092	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query as it mentions pilots flying low to search for a landing opportunity, which is the main reason why pilots might fly low.""}"
q10	p9811	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it talks about flying hours per pilot, but it does not answer the specific question of why pilots fly low.""}"
q10	p692	"{""relevance"": 0, ""explanation"": ""The passage is about hot-air balloons and their altitude control, but it does not answer the query about pilots flying low.""}"
q10	p3797	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, as it mentions low-altitude attacks, which are relevant to the query 'why do pilots purposely fly low', but it does not provide an answer to the query.""}"
q10	p1862	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low, specifically mentioning low-flying aircraft and low altitudes, which is relevant to the query. However, it does not provide a clear answer to the query 'why' pilots fly low, so the score is 2.""}"
q10	p2149	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low, specifically mentioning low-flying aircraft, which is related to the query. However, it does not provide a clear answer to the question of why pilots fly low, making it 'Highly relevant' rather than 'Perfectly relevant'.""}"
q10	p1607	"{""relevance"": 1, ""explanation"": ""The passage mentions low-altitude satellites, which is related to the query 'why do pilots purposely fly low', but does not provide an answer to the query.""}"
q10	p4264	"{""relevance"": 0, ""explanation"": ""The passage is about radar systems used in various aircraft, but does not provide any information about pilots flying low.""}"
q10	p3073	"{
      ""relevance"": 2,
      ""explanation"": ""The passage mentions the pilot's failure to maintain proper altitude, which is related to the query 'why do pilots purposely fly low', although it does not provide a clear reason for doing so."""
q10	p3854	"{
     ""relevance"": 0,
     ""explanation"": ""The passage does not mention pilots flying low, instead it talks about a woman flying combat missions during World War I.""
     }"
q10	p7192	"{
     ""relevance"": 0,
     ""explanation"": ""The passage is irrelevant to the query because it talks about a woman pilot's combat missions in 1915, but does not mention anything about pilots flying low for a specific purpose."""
q10	p8039	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions low-altitude parachute extraction, which is similar to the query's phrase 'fly low', but it does not directly answer the question of why pilots do so.""}"
q10	p5785	"{""relevance"": 1, ""explanation"": ""The passage mentions low-level work, which seems related to the query about pilots flying low, but it does not provide a clear answer or explanation for why they do so.""}"
q10	p1330	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it mentions Israeli pilots flying low to avoid fire from Syrian SA-6 batteries, which is directly related to the query.""}"
q10	p2235	"{""relevance"": 2, ""explanation"": ""The passage mentions low-flying aircraft, which is related to the query, but the context is about drug interdiction, which is a specific and narrow topic, making it not a direct answer to the query.""}"
q10	p1830	"{""relevance"": 0, ""explanation"": ""The passage does not answer the query 'why do pilots purposely fly low' and does not seem related to the topic of pilots flying low.""}"
q10	p6983	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low, specifically the aircraft flying at a constant altitude of 500-1000 feet, which is relevant to the query, but the answer is not entirely clear and is presented as a fact within the passage.""}"
q10	p6783	"{""relevance"": 0, ""explanation"": ""The passage is completely irrelevant to the query, as it talks about historical events and military actions, whereas the query is about pilots flying low.""}"
q10	p1992	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions flying low, but it's not about pilots flying low for a specific purpose, rather it's about a military tactic.""}"
q10	p1799	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query because it discusses a specific type of flight, NOE, which involves flying low to avoid detection and enemy air defense radar coverage, which matches the query's intent of pilots flying low intentionally.""}"
q10	p950	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query because it discusses pilots flying low, specifically mentioning the use of radar altimeter or terrain-following radar system for low flying in adverse weather.""}"
q10	p883	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it mentions flying low, but it is not directly answering the question of why pilots do so. The passage is discussing the tactics of ships and aircraft, not the reasons behind flying low.""}"
q10	p2173	"{
     ""relevance"": 2,
     ""explanation"": ""The passage mentions low-altitude route surveys, which is related to the query 'why do pilots purposely fly low'. Although it does not provide a clear answer to the query, it does provide some relevant information."""
q10	p8007	"{""relevance"": 2, ""explanation"": ""The passage mentions flying low-altitude route surveys, which is related to the query. However, the passage does not provide a clear answer to the question.""}"
q10	p10685	"{
      ""relevance"": 0,
      ""explanation"": ""The passage does not mention pilots or flying low, it talks about the term 'degenerate warfare' and 'low-intensity conflict' in the context of military campaigns and warfare, which is unrelated to the query."""
q10	p583	"{""relevance"": 2, ""explanation"": ""The passage mentions flying low altitudes, which is relevant to the query, but it's not the main topic of the passage.""}"
q10	p11210	"{""relevance"": 1, ""explanation"": ""The passage mentions pilots and flying, but it's not directly related to the query about flying low. The query is about flying low, whereas the passage talks about stealthily flying and briefly opening the bomb bay.""}"
q10	p5584	"{""relevance"": 0, ""explanation"": ""The passage does not discuss pilots flying low, it seems to be a passage about military strategy and the potential destruction of Israeli cities, which is unrelated to the query.""}"
q10	p1832	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, as it mentions flying low, but it's not directly answering the question of why pilots fly low.""}"
q10	p9562	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query, but it does not directly answer the question. It discusses the advantages of flying low-level, but it does not explain why pilots would do so intentionally.""}"
q10	p3650	"{""relevance"": 0, ""explanation"": ""The passage is about a plot involving pilots flying crop dusters, but it does not provide any information about why pilots might purposefully fly low.""}"
q10	p6325	"{""relevance"": 0, ""explanation"": ""The passage is not related to the query about pilots flying low. The passage talks about jobs in aviation, but does not mention pilots or flying low.""}"
q10	p5145	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, but does not directly answer it. The query asks about pilots flying low, but the passage only talks about pilots flying at high altitudes, which is a different context.""}"
q10	p3785	"{""relevance"": 0, ""explanation"": ""The passage discusses the characteristics of a missile or vehicle configuration, but does not mention pilots or flying low, making it irrelevant to the query.""}"
q10	p7036	"{
      ""relevance"": 1,
      ""explanation"": ""The passage seems related to the query as it mentions flying low altitude, but it does not answer the question of why pilots do so."""
q10	p1693	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it discusses pilots flying low, specifically in the context of military aircraft and radar detection avoidance.""}"
q10	p7214	"{""relevance"": 1, ""explanation"": ""The passage mentions altitudes, but it does not specifically answer the question of why pilots would fly low. It appears to be discussing a military scenario where pilots are waiting for their turn to bomb, and the altitude is mentioned as a detail. The passage does not provide a clear answer to the query, but it does seem related to the topic.""}"
q10	p6199	"{""relevance"": 1, ""explanation"": ""The passage mentions pilots and their actions, but does not specifically answer the query about flying low. It discusses the probable cause of an accident, which is related to the pilot's actions, but does not provide an answer to the query.""}"
q10	p1124	"{
    ""relevance"": 1,
    ""explanation"": ""The passage seems related to the query, as it discusses flying at low altitudes, but it does not explicitly answer the question of why pilots would purposefully fly low."""
q10	p3301	"{""relevance"": 1, ""explanation"": ""The passage discusses the altitude at which fighter jets intercept and attack, which is related to the query about pilots flying low, but it does not provide a direct answer to the question.""}"
q10	p2989	"{""relevance"": 2, ""explanation"": ""The passage mentions pilots flying at low altitudes, which is relevant to the query, but the context is about a specific incident and the passage does not provide a clear answer to the query.""}"
q10	p3790	"{
      ""relevance"": 1,
      ""explanation"": ""The passage is related to the query, as it mentions flying low altitudes, but it does not specifically explain why pilots would do so.""
    }"
q10	p6929	"{""relevance"": 2, ""explanation"": ""The passage mentions flying low, specifically in the context of a bomber, which is related to the query about pilots flying low. However, it's not a direct answer, as it's about the characteristics of a missile and not about pilots' intentions.""}"
q10	p7795	"{
     ""relevance"": 1,
     ""explanation"": ""The passage is related to the query, as it talks about pilots' missions and dangers associated with ground-attack missions, but it does not specifically mention the reason why pilots fly low."""
q10	p2134	"{""relevance"": 0, ""explanation"": ""The passage is about SEAD missions and the roles of different aircraft, but it does not mention pilots flying low, which is the query's topic.""}"
q10	p8640	"{
      ""relevance"": 1,
      ""explanation"": ""The passage mentions flying low, but it's not directly answering the query 'why do pilots purposely fly low'. Instead, it's discussing the limitations of a specific aircraft, the MiG-25, and its difficulty to fly at low altitudes."""
q10	p2136	"{
      ""relevance"": 2,
      ""explanation"": ""The passage is highly relevant to the query as it discusses pilots flying low, specifically in the context of military operations, which answers the question.""
     }"
q10	p9165	"{
      ""relevance"": 1,
      ""explanation"": ""The passage seems related to the query, as it mentions'military aircraft', but it does not provide a direct answer to the question 'why do pilots purposely fly low'.""
    }"
q10	p2745	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it discusses pilots flying low-level strikes, which is a specific type of flight, but it does not explicitly state that pilots fly low for a specific reason.""}"
q10	p6633	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query as it mentions flying low altitude, but it's not directly answering the question about pilots' intentions.""}"
q10	p7867	"{
    ""relevance"": 1,
    ""explanation"": ""The passage seems related to the query as it mentions flying low, but it's not directly answering the question about why pilots do so.""
    }"
q10	p9185	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions low-flying aircraft, which is a key aspect of the query.""}"
q10	p9773	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it is related to the topic of pilots flying low. The passage discusses a situation where pilots may deliberately fly low during a landing approach, which is relevant to the query.""}"
q10	p1424	"{""relevance"": 1, ""explanation"": ""The passage discusses the Minimum en route altitude, which is related to flying, but it does not specifically answer the question of why pilots fly low.""}"
q10	p8628	"{""relevance"": 0, ""explanation"": ""The passage is about Minimum en route altitude and does not provide any information about pilots flying low.""}"
q10	p2371	"{
     ""relevance"": 2,
     ""explanation"": ""The passage discusses the Minimum Obstacle Clearance Altitude (MOCA) and its relationship to air traffic control radar coverage and navigation aids, which is relevant to the query 'why do pilots purposely fly low'. Although it does not directly answer the query, it provides information about a situation where pilots might fly low, which is a related concept."""
q10	p24	"{
     ""relevance"": 0,
     ""explanation"": ""The passage talks about slant range and radar antenna, but has no connection to pilots flying low, which is the query."""
q10	p3792	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query 'why do pilots purposely fly low', but it mentions pilots deliberately entering a slip at low power, which implies flying low, making it related to the query.""}"
q10	p10984	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions pilots flying low, specifically in a landing approach, which is a situation where pilots may deliberately fly low.""}"
q10	p337	"{""relevance"": 2, ""explanation"": ""The passage mentions low-altitude route surveys, which is directly related to the query 'why do pilots purposely fly low', but the answer is not explicitly provided.""}"
q10	p1431	"{""relevance"": 2, ""explanation"": ""The passage discusses pilots flying low, specifically mentioning low altitude, which is relevant to the query. However, it does not provide a clear answer to the question of why pilots fly low.""}"
q10	p2364	"{""relevance"": 2, ""explanation"": ""The passage mentions pilots flying low, specifically mentioning low altitude, which is related to the query. However, the passage does not directly answer the query, providing more information about spin recovery and vulnerability to accidents.""}"
q10	p2586	"{""relevance"": 1, ""explanation"": ""The passage seems related to the query but does not answer it. The query asks about pilots flying low, but the passage is about the jobs that pilots can do and the experience required for those jobs, which is not directly related to flying low.""}"
q10	p6622	"{""relevance"": 1, ""explanation"": ""The passage mentions low-altitude route surveys, which is related to the query, but it does not provide a clear answer to why pilots fly low.""}"
q10	p9886	"{
      ""relevance"": 1,
      ""explanation"": ""The passage is related to the query, but it does not answer why pilots fly low. Instead, it discusses terminal radar service areas and air traffic control services, which are more about altitude and flight rules rather than the purpose of flying low."""
q10	p536	"{""relevance"": 1, ""explanation"": ""The passage mentions low-flying routes and maneuvers, which is related to the query, but it does not explicitly state why pilots fly low.""}"
q10	p1455	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions low-level surveillance, which is relevant to the query 'why do pilots purposely fly low', even though it's not a direct answer.""}"
q10	p7718	"{""relevance"": 2, ""explanation"": ""The passage discusses the importance of low-altitude flight experience and the need to reduce the drop altitude to 60 feet, which is related to the query about pilots flying low.""}"
q10	p4816	"{""relevance"": 0, ""explanation"": ""The passage is about thermals and heat lows, but it does not mention pilots or flying low, so it is irrelevant to the query.""}"
q10	p2627	"{
      ""relevance"": 2,
      ""explanation"": ""The passage discusses the importance of precise knowledge of terrain in aviation, especially for low-flying routes, which is relevant to the query 'why do pilots purposely fly low'."""
q10	p1317	"{""relevance"": 2, ""explanation"": ""The passage mentions low-flying aircraft, which is related to the query about pilots flying low. However, the passage does not explicitly state the reason why pilots do so, making it only highly relevant.""}"
q10	p10604	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant to the query because it mentions pilots flying low, specifically in the context of the B.2 Pathfinder aircraft, to mark targets for the main bomber force. The passage provides some answer to the query, but the context is specific to a particular type of aircraft and its intended use, which may not be directly applicable to general pilots flying low.""}"
q10	p3890	"{""relevance"": 1, ""explanation"": ""The passage mentions 'low-altitude patrol', which is related to the query 'why do pilots purposely fly low', but does not provide a clear answer to the query.""}"
q10	p7461	"{""relevance"": 0, ""explanation"": ""The passage is about a type of anti-aircraft gun, but it does not provide any information about pilots flying low.""}"
q10	p6491	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions low-flying targets and airplanes, which are relevant to the query 'why do pilots fly low'.""}"
q10	p4354	"{
      ""relevance"": 2,
      ""explanation"": ""The passage mentions pilots flying low, which is related to the query, but the context is about military missions and the query seems to be asking about a more general reason.""
    }"
q10	p2506	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, as it mentions pilots and their missions, but it does not specifically answer the question of why pilots fly low.""}"
q10	p5158	"{
     ""relevance"": 0,
     ""explanation"": ""The passage does not answer the query 'why do pilots purposely fly low' as it only discusses the roles of different aircraft in a specific mission, providing no information about the reasons behind flying low."""
q10	p4299	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant because it talks about flying low, specifically mentioning low elevations and making dive-bombing difficult, which is related to the query. However, the passage does not directly answer the question of why pilots fly low.""}"
q10	p8419	"{
      ""relevance"": 1,
      ""explanation"": ""The passage seems related to the query as it talks about altitude, which is a key aspect of flying, but it does not specifically answer the question of why pilots fly low.""
    }"
q10	p9919	"{""relevance"": 1, ""explanation"": ""The passage is related to the query, but it does not answer it directly. The query is about pilots flying low, whereas the passage is about the minimum IFR altitude, which is a specific altitude used in instrument flight rules. The passage provides information about the different types of minimum IFR altitudes, but it does not discuss the reasons why pilots might fly low.""}"
q10	p10247	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it talks about aircraft being flown, but it does not specifically answer the question of why pilots fly low.""}"
q10	p2859	"{""relevance"": 0, ""explanation"": ""The passage does not mention pilots flying low, it talks about restricted areas and military aircraft training at high altitude, which is not related to the query.""}"
q10	p10689	"{""relevance"": 0, ""explanation"": ""The passage is about a specific system used for tracking and intercepting enemy bomber aircraft, but it does not mention pilots flying low, which is the main topic of the query.""}"
