qid	docid	prediction
q48	p2724	"{""relevance"": 3, ""explanation"": ""The passage directly answers the query by stating that subjects who trained once a week made significant gains in muscle strength, which implies that older adults can gain strength by training once per week.""}"
q48	p1513	"{""relevance"": 2, ""explanation"": ""The passage directly addresses the query by comparing the strength improvements of subjects who trained once a week to those who trained more frequently, providing a relevant answer to the question.""}"
q48	p5244	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it discusses the frequency of training for muscle growth, but it does not directly answer the question of whether older adults can gain strength by training once per week, and the information provided is more focused on optimal frequency for muscle growth rather than specifically addressing the query.""}"
q48	p7138	"{""relevance"": 0, ""explanation"": ""The passage is about the muscles worked in a deadlift exercise, which is unrelated to the query about older adults gaining strength by training once a week.""}"
q48	p2624	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant as it mentions training once or twice a week and its impact on strength, which is related to the query about older adults gaining strength by training once per week, but it doesn't directly answer the query.""}"
q48	p3563	"{""relevance"": 0, ""explanation"": ""The passage provides guidance on strength training exercises and sets, but does not mention older adults or the frequency of training, making it irrelevant to the query.""}"
q48	p9337	"{""relevance"": 2, ""explanation"": ""The passage does not directly answer the query, but it provides related information about the effects of training on strength in older and younger adults, which can be used to infer an answer to the query.""}"
q48	p3580	"{""relevance"": 1, ""explanation"": ""The passage is related to the query as it talks about strength training for older adults, but it does not directly answer whether they can gain strength by training once per week.""}"
q48	p5545	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant as it discusses a study that compares training once a week to training twice a week, which is related to the query about older adults gaining strength by training once per week, but it does not directly answer the question.""}"
q48	p1660	"{""relevance"": 3, ""explanation"": ""The passage directly answers the query, stating that strength training once a week is sufficient to maintain strength gains, implying that older adults can indeed gain strength by training once per week.""}"
q48	p1591	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant as it discusses the idea of training one muscle group per session, which is related to the query about older adults gaining strength by training once per week, but it doesn't provide a direct answer to the query.""}"
q48	p8542	"{""relevance"": 3, ""explanation"": ""The passage directly answers the query, stating that older adults can make significant strength gains by training only once per week, which is exactly what the query is asking.""}"
q48	p2085	"{""relevance"": 0, ""explanation"": ""The passage does not mention anything about gaining strength by training once per week, it only lists some recommended texts related to strength training and fitness for older adults.""}"
q48	p8023	"{""relevance"": 1, ""explanation"": ""The passage describes an upper body strength training program, but it does not specifically address the question of whether older adults can gain strength by training once per week.""}"
q48	p6923	"{""relevance"": 0, ""explanation"": ""The passage appears to be a list of colleges and universities in the US, along with various degree levels and categories. There is no mention of older adults, strength training, or exercising once a week, making it completely irrelevant to the query.""}"
q48	p8918	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant as it discusses strength training for people over 50, which is related to the query, but it does not directly answer the question of whether training once per week is sufficient, instead recommending a frequency of two to four times per week.""}"
q48	p2709	"{""relevance"": 0, ""explanation"": ""The passage appears to be a list of references or citations, primarily related to baseball and sports, with no mention of strength training or older adults.""}"
q48	p8260	"{""relevance"": 1, ""explanation"": ""The passage discusses different types of workout plans and their frequencies, but it does not specifically address whether older adults can gain strength by training once per week, making it related but not directly answering the query.""}"
q48	p3200	"{""relevance"": 0, ""explanation"": ""The passage is about promoting Reebok products and has no mention of older adults or strength training, making it completely irrelevant to the query.""}"
q48	p108	"{""relevance"": 3, ""explanation"": ""The passage directly answers the query, stating that strength training once or twice per week can still yield significant results in strength, which is exactly what the query is asking.""}"
q48	p5277	"{""relevance"": 2, ""explanation"": ""The passage is highly relevant as it directly addresses the query about strength training once a week, but the answer is not straightforward and is presented as a contradictory opinion from an expert.""}"
q48	p7252	"{""relevance"": 0, ""explanation"": ""The passage does not mention older adults or strength training, and is primarily focused on the importance of stretching before a workout to prevent injury.""}"
q48	p684	"{""relevance"": 0, ""explanation"": ""The passage does not mention older adults, strength training, or frequency of training, making it completely unrelated to the query.""}"
q48	p2293	"{""relevance"": 0, ""explanation"": ""The passage discusses the effectiveness of dumbbell deadlifts compared to barbell deadlifts, but does not mention older adults or training frequency, making it completely irrelevant to the query.""}"
q48	p1433	"{""relevance"": 2, ""explanation"": ""The passage is related to the query as it mentions training once per week, but it doesn't directly answer whether older adults can gain strength by training once per week. It provides an example of a deadlift program that involves training once per week, but the context is specific to a particular program and individual, rather than older adults in general.""}"
q48	p9852	"{""relevance"": 0, ""explanation"": ""The passage discusses the effects of D-ribose supplements on exercise performance and chronic fatigue syndrome, but does not mention strength training or older adults, making it completely unrelated to the query.""}"
q48	p3980	"{""relevance"": 0, ""explanation"": ""The passage does not mention older adults, strength training, or the frequency of training, and is instead focused on the effects of D-ribose supplements on athletic performance and chronic fatigue syndrome.""}"
q48	p4323	"{""relevance"": 0, ""explanation"": ""The passage does not mention older adults, strength training, or the frequency of training, and is instead focused on the effects of D-ribose supplements on athletic performance and chronic fatigue syndrome.""}"
q48	p2162	"{""relevance"": 2, ""explanation"": ""The passage discusses muscle gain and strength training, but does not directly answer the query about training once per week for older adults. However, it provides related information about the frequency of strength training, suggesting that several times per week is recommended, which implies that training once per week might not be sufficient.""}"
q48	p5067	"{""relevance"": 0, ""explanation"": ""The passage discusses the relationship between fast food consumption and obesity in young adults and adults aged 20 and older, but does not mention strength training or older adults gaining strength, making it completely irrelevant to the query.""}"
q48	p8460	"{""relevance"": 0, ""explanation"": ""The passage discusses training methods for running, specifically interval training and fartleks, but does not mention strength training or older adults, making it completely irrelevant to the query.""}"
q48	p10665	"{""relevance"": 0, ""explanation"": ""The passage discusses the effects of aerobic exercise on calorie burning and fat loss, but does not mention strength training or older adults, making it completely irrelevant to the query.""}"
q48	p1643	"{""relevance"": 0, ""explanation"": ""The passage discusses the effects of fatigue and sleep deprivation on mental alertness and how exercise can provide short-term benefits, but it does not mention older adults or strength training, making it completely irrelevant to the query.""}"
q48	p314	"{""relevance"": 1, ""explanation"": ""The passage provides general guidance on building muscle through weightlifting, but it does not specifically address the question of whether older adults can gain strength by training once per week.""}"
