docid	prediction
p10751	"systemYou are a document quality rater evaluating the quality of documents. Given a document, you must classify the document into the following categories:
    
    1. Spam: The document is spam, gibberish, or not in English.
    2. Low Quality: The document is poorly written, contains errors, or is irrelevant.
    3. Medium Quality: The document is well-written and informative but may contain some errors or irrelevant information.
    4. High Quality: The document is well-written, informative, and contains no errors.

    Answer in a JSON format like this:
    {
        ""quality"": [Spam/Low Quality/Medium Quality/High Quality]
    }
        user
    Document: essayer dj hero 2 myanmar resume professional content ghostwriters services for college ut essays example coq10 ubiquinol synthroid clomid vs menopur cialis lawyer ohio best viagra price how to quote a play in an essay writing for you example report essay api testing resume a essay introduction example formato resume purchase college essay ssn resume sildenafil mode d emploi viagra sales in us athenian democratic origins and other essays crime essay hate t distribution hypothesis testing write a music cv can you take cialis with high blood pressure prednisone results help me write my thesis essay paypal help dissertations uk eos thesis techniques on writing a persuasive essay ramzan eid essay mary sue essay resume kinoufa arranging a marriage in india essay resume dali baba small essay on education mba entry essays essay about music appreciation essayist spanish viagra on line viagra women cbs phd dissertation repository new resume body paragraphs for expository essays sample job essay buy assignment to helen essay sea creatures essay thesis genorator eric thesis search act essay topic ap lang essay 2008 struts resume phd thesis on human resource planning essay on context soy joven y quiero usar viagra viagra gym thesis statement worksheet media violence is harmful to society case study purpose great gatsby essays green light essay for you uk diana & nikon essays on the aesthetic of photography sipa mia essay how to write an essay on your strengths and weaknesses paper about hrm psychoanalytic theory essays order math essay resume for substitute teacher with experience essay on shop pie essay structure best free resume argumentative editing service online vogue essay example kellogg mba essays patent resume cialis lommelegen an otc pill dim ignou help in assignment 5 page essay doing homework on friday night writing a will uk costo viagra viagra annostus literary terms thesis statement analyze film essay original hypothesis melodrama essay thepensters custom writing service essays written by essay science in modern life essays pdf argumentative research topic nyfa essay christianity and islam essays my faith essay ampicillin vs kanamycin viagra next day sildenafil con diabetes viagra en usa cialis generico en queretaro viagra vikipedija my school environment essay resume with perl global warming argument essay outline essays on women generic viagra and alcohol viagra sydney cbd online college essay service naruhina essay purchase viagra with prescription viagra cats can your thesis be in the form of a question positional essay thesis for free fontier thesis research papers on outsourcing jobs red colour essay canadian confederation essay essay dvd piracy jessica mitford the american way of death essay essay bokks autobiography of computer essay exposition essay essay style paper examples japan photo essay essay hvordan hr admin resume art essay help adam prato resume nicogum cipla viagra usage of viagra article on celebrex viagra 100 apteka vince flynn term limits uk format resume cialis online express delivery viagra st. louis website for writing paper about hiv propecia george roy blue magic viagra homework help high school geometry essay topic write adhd cant focus on homework british thesis thesis based writing waldorf resume the value of education essay editing online sildenafil para bajar de peso metformin januvia write my apa paper for me developing resume levitra discount buying fake viagra essay on my name resume directory topics to write research papers on langen cpm math homework 8th grade essay grading rubric get thesis precio del viagra en farmacias cruz verde viagra do not take essays on fear of failure best school paper sample toulmin argument essay technical editing primary 2 english paper 1 the jungle essay plan dissertation rvolution industrielle help with it professional definition essay ghostwriting for hire gb resume problems questions for thesis interview bibliography is crestor sun damaged skin viagra jarocha evaluation report of master thesis resume latex font ms burke thesis and outline generator essays of act thesis statement for nursing philosophy paper write a terse herbal viagra usa did viagra come outlines global warming research papers the world essay viagra pills for sale cheap acheter du viagra basildon bond writing paper and envelopes cnc resume clomid pcos overweight mhra cialis viagra 100 mg walgreens price viagra address research papers physics astronomy fake resume critical thinking lab tarot cards essay cialis online free shipping coldsores valtrex acrata viagra online cialis tadalafil deb messay grace adler hooks for essay advantage of using mobile phone essay pe essay ideas movie review essay rubric essay discursive freud essay mythical monster hook essay patriots essays sky blue essays funny in farsi essay essay en espanol homework help websites high school resume reference homework help math cpm case studies pdf the effects of peer pressure essay write body essays essay democracy and its future in bangladesh search thesis umi female viagra msn delete viagra nobelpreistrger viagra avodart medicament columbia mfa creative writing acceptance rate sap bdt resume cialis avec paypal cialis ingredients do resume writing services work term paper guides language analysis examples essay essays on morocco viagra 100 mg kohlpharma maca herbal viagra how to find my computer's ip address windows xp thesis hr topics buy cialis tadalafil online levictra viagra child birth viagra 3000mg eclectic approach psychology essay essay zebra aginter press cialis stop taking viagra can zofran be used in dogs ventolin hfa price content of research proposal resume wine determinism vs indeterminism essay mason resume old test research papers buy hindi essay genetics essay prize louis xiv essay essay on hamara rashtriya parv essay styles mla george orwell essay gandhi resume caption nuclear medicine research papers cloud essay does propecia increase testosterone viagra second dose good nursing dissertations topics salesgirl resume essay type c geology essays autocad research paper essay odd one out descriptive essay people example 1000 essay word bactrim ds lab monitor viagra men buy paranoid schizophrenia case study pdf bats essay creative writing jealousy nine eleven essay essays book 1776 letter writing cv levitra anao hirahata viagra delhi india math critical thinking activities lab example easter island essay examples bpl homework safest site to buy cialis cheap cialis pills can you use poppers with cialis precio levitra 20 diclofenac sodium 75mg cara minum levitra viagra side effects memory loss utilite du viagra military pharmacy viagra female viagra list thesis on homelessness tok essays 2012 thesis ng panlaping makadiwa homework help 247 does viagra lower your blood pressure viagra wholesale thesis builder argumentation usc essay preview symbolism thesis statements thesis abste stars and viagra generuc viagra essay contagion movie piece of homework essay writing guide university against essay business dissertation examples pdf real women essay phthisis bulbi diagnosis doe season essays soil water conservation essay essays word count environmental variables that affect essay assignment topics rhetorical modes in essay writing robotic resume essay canada and the united states book dissertation trazodona y viagra viagra patent an essay on friendship for kids glyph homework ideas of satire essay essaye donc cheapest generic viagra buy viagra houston reflective essays introduction examples long quote essay dissertation chapter 2 literature review print my thesis essay meaning life aqa course work case study qualitative research questions resume sapmles does viagra make you lose your hearing viagra truck song change culture essay mazeways revitalizations mit master thesis cialis tadalafil e20 pill silagra 25 mg cipro and flagyl interactions viagra soft wiki male viagra cialis images essay online store resume in houston thesis dedication family cover letter cafe prednisone doseage poison ivy viagra ann summers thesis research paper abortion resume mla thesis statements for a joan of arc paper mis essay antibiotique zithromax 500mg valtrex generac canadian rx pharmacy methocarbamol effect side viagra teaching creative writing to third graders americaism+essays getting viagra online canada valtrex hair loss how to write a case study analysis template homework on desk grid thesis shadow essay acheter viagra avec mastercard wanneer viagra viagra falls south bend viagra stay hard online levitra purchase family feud viagra heading essay writing candidate essay help doing essay essays on soccer graduate thesis examples smith cdo resume write thesis statement enovia resume spark master tape propecia lyrics viagra chocolate mgt502 final term solved papers reference mba essay editor custom writing reviews mid term paper speeches online how to write an 8 digital tomoessay ge sansa view resume essay on trustworthy friend best homework short term prednisone and weight gain ventolin komposisi book report ideas for highschool students need cheap essay abraham isaac kook essays online views on homework sildenafil en ayunas degra mi viagra mi no tomar cialis xenical germany sildenafil preos price viagra us ocr example essays lesson resume phd dissertation in mathematics owl pudue 15th bmos - brazilian meeting on organic essay cv resume designs hispanic essay article critque essay on seatbelts 3d + thesis conversation essay image logic essay inclusion graduate school essay consulting food junk thesis rhetorical analysis thesis pdf lake naroch essay viagra users statistics viagra fsa essay writing service essay hypothesis hylak tropfen wirkung viagra pastillas cialis viagra for the brain modafinil viagra and eyes sildenafil hipertension pulmonar pdf hoe koop ik viagra killer angels essay paper senate resume shooting an elephant and other essays contents fitness resume ce face viagra la barbati cialis be recepto essay prompts for 1984 essay class 10th good website i can do my homework photo essay ideas propranolol cap 80mg er ik wil viagra alkyl azides essay essay on my best friend for kids thesis on teaching and learning essay on my role model essay on my favorite hobby essay on my favorite food essay on my favorite animal essay on my favorite book essay on my favorite movie essay on my favorite song essay on my favorite music essay on my favorite artist essay on my favorite actor essay on my favorite actress essay on my favorite singer essay on my favorite band essay on my favorite musician essay on my favorite composer essay on my favorite pianist essay on my favorite violinist essay on my favorite cellist essay on my favorite flautist essay on my favorite clarinetist essay on my favorite saxophonist essay on my favorite trumpet player essay on my favorite trombonist essay on my favorite tubist essay on my favorite drummer essay on my favorite bassist essay on my favorite guitarist essay on my favorite pianist essay on my favorite violinist essay on my favorite cellist essay on my favorite flautist essay on my favorite clarinetist essay on my favorite saxophonist essay on my favorite trumpet player essay on my favorite trombonist essay on my favorite tubist essay on my favorite drummer essay on my favorite bassist essay on my favorite guitarist essay on my favorite pianist essay on my favorite violinist essay on my favorite cellist essay on"
p685	"{
        ""quality"": ""Medium Quality""
    }"
p3487	"{
         ""quality"": ""Medium Quality""
     }"
p6654	"{
        ""quality"": ""High Quality""
    }"
p2150	"{
        ""quality"": ""High Quality""
    }"
p10540	"{
         ""quality"": ""High Quality""
     }"
p849	"{
         ""quality"": ""Medium Quality""
     }"
p5838	"{
        ""quality"": ""High Quality""
    }"
p1321	"{
         ""quality"": ""Low Quality""
     }"
p2393	"{
        ""quality"": ""Medium Quality""
    }"
p10185	"{
         ""quality"": ""High Quality""
     }"
p7112	"{
        ""quality"": ""High Quality""
     }"
p5630	"{
         ""quality"": ""High Quality""
     }"
p373	"{
        ""quality"": ""High Quality""
    }"
p1308	"{
        ""quality"": ""High Quality""
    }"
p8908	"{
        ""quality"": ""High Quality""
    }"
p3127	"{
         ""quality"": ""High Quality""
     }"
